ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
1070,0.4456924,0.4683825,0.470205,0.4392225,0.4493374,0.4350308,0.4471504,0.4362154,0.4400426,0.4448723,0.4400426,0.406782,0.453438,0.4369444,0.4601813,0.5191391,0.486972,0.4406805,0.475308,0.4850584,0.4969046,0.511029,0.446877,0.4378556,0.4783151,0.4951733,0.4334816,0.4358509,0.4496108,0.4545315,0.4637351
1071,0.2297261,0.2299084,0.2215249,0.2322776,0.214326,0.2359226,0.2439416,0.2320043,0.2386564,0.2229829,0.2247142,0.2243498,0.2195201,0.2275391,0.2299084,0.2219805,0.2498648,0.228906,0.225261,0.2542388,0.2517784,0.2487713,0.2368339,0.2433038,0.2440328,0.2807561,0.2109544,0.2297261,0.228177,0.2432126,0.2255344
1072,5.12004,5.522995,5.288531,5.39943,5.126511,5.340654,5.357968,5.184648,5.355507,5.183555,5.223012,5.072656,5.327259,5.129335,5.353321,5.290353,5.367354,5.235496,5.221281,5.566826,5.532837,5.53475,5.263107,5.329355,5.294454,5.847856,5.209616,5.277687,5.221645,5.36462,5.262196
1073,1.912987,2.079746,1.913261,2.009398,1.908249,1.941145,1.974041,1.942876,2.020059,1.877722,1.937591,1.878815,1.995091,1.947797,1.939413,2.020788,2.020241,1.840907,1.981058,2.090408,2.107812,2.117107,2.022975,1.994544,2.083847,2.089405,1.891937,2.059881,1.961283,1.958094,1.955634
1074,0.2166041,0.2351936,0.2292705,0.2584305,0.2193379,0.2197935,0.2290883,0.2346469,0.235467,0.2120479,0.230364,0.2098609,0.2180621,0.2272658,0.2188823,0.2495003,0.2512316,0.2304551,0.2294528,0.2499559,0.2518695,0.2705501,0.2341913,0.2610731,0.2362871,0.2320954,0.2338268,0.2392943,0.22599,0.2307285,0.2433038
1075,0.3182085,0.3459105,0.3335175,0.3231293,0.3224914,0.3197576,0.3322418,0.344817,0.3247695,0.3418099,0.3370714,0.3192109,0.332424,0.3383471,0.3085493,0.3435413,0.3365246,0.328779,0.3434501,0.3519247,0.3629509,0.3409898,0.3166594,0.3348844,0.3337909,0.3551141,0.3183908,0.3318773,0.3141079,0.3269565,0.32805
1076,0.5176811,0.4948088,0.4968135,0.5129426,0.4985449,0.5244244,0.4823246,0.5024633,0.5105734,0.5057437,0.4956289,0.4844205,0.5185924,0.5220551,0.4948999,0.5366352,0.5413737,0.4776773,0.5135805,0.5147651,0.5148563,0.5519441,0.5062905,0.5046502,0.5236954,0.4590878,0.4969958,0.4965401,0.5332635,0.5171344,0.5182279
1077,1.074182,1.150727,1.157561,1.101428,1.062244,1.106258,1.087486,1.088124,1.112727,1.073635,1.097601,1.030624,1.10644,1.078373,1.111725,1.15346,1.116828,1.053223,1.076824,1.153278,1.190639,1.191277,1.109994,1.093318,1.113821,1.181982,1.078464,1.067529,1.046935,1.079831,1.068258
1078,1.338262,1.393757,1.38592,1.397311,1.31138,1.358856,1.365053,1.321404,1.417996,1.331883,1.356122,1.280671,1.366693,1.355758,1.3851,1.401047,1.421094,1.300627,1.388563,1.454082,1.378175,1.446883,1.386923,1.414351,1.42073,1.309375,1.334526,1.356669,1.367604,1.335072,1.363412
1079,0.07226213,0.082377,0.07554263,0.07709175,0.071442,0.06697688,0.07089525,0.07235325,0.0725355,0.06916387,0.06952838,0.06406087,0.07235325,0.07645388,0.07062188,0.07162425,0.07973438,0.07672725,0.077274,0.08547525,0.08693326,0.08228588,0.074358,0.0696195,0.07900538,0.07536038,0.07353788,0.07207987,0.0725355,0.06688575,0.07171538
1080,1.451804,1.533634,1.501558,1.488709,1.444514,1.459094,1.486796,1.475861,1.455449,1.48552,1.491534,1.430116,1.460825,1.483606,1.475861,1.538646,1.554592,1.445698,1.500829,1.546027,1.594779,1.588673,1.504018,1.503016,1.535456,1.663669,1.42155,1.419272,1.455175,1.445334,1.433578
1081,5.39132,5.723106,5.627789,5.41811,5.477889,5.427496,5.491466,5.69103,5.52664,5.59143,5.666973,5.411094,5.482627,5.653851,5.493289,6.03612,5.853323,5.718276,5.731489,5.959119,6.160233,6.138453,5.523542,5.554342,5.716089,5.899068,5.566006,5.76639,5.721739,5.563546,5.708617
1082,3.076562,3.207144,3.120576,3.175706,3.040568,3.172244,3.090504,3.167961,3.114379,3.122763,3.220995,3.171515,3.086586,3.042026,3.197121,3.40525,3.258448,3.082394,3.065445,3.328158,3.462932,3.276217,3.157208,3.189011,3.189284,3.499747,3.078476,3.061982,3.130053,3.112921,3.057791
1083,0.7871377,0.8481004,0.7670903,0.7577955,0.78003,0.7838573,0.7955213,0.786591,0.777843,0.790236,0.7700063,0.7277243,0.770553,0.7849508,0.804087,0.7977083,0.8139285,0.8044515,0.7983462,0.8706083,0.842724,0.8480093,0.7818525,0.7878668,0.780759,0.885006,0.7963414,0.7854975,0.7951568,0.7791188,0.7671814
1084,0.08902913,0.1008754,0.09631912,0.09604575,0.08984926,0.09139838,0.09376763,0.0893025,0.093312,0.08893801,0.08830013,0.08219475,0.09158063,0.09285638,0.09786826,0.1025156,0.1045204,0.0871155,0.09531675,0.1032446,0.1134506,0.1052494,0.08848238,0.1004198,0.09750375,0.1067985,0.08766225,0.09467888,0.092583,0.09595463,0.09230963
1085,1.893578,1.995,2.00147,2.019695,1.9262,1.925562,1.995,1.975408,2.004385,1.93349,1.960919,1.887199,1.941874,1.955087,1.990443,2.023613,2.053229,1.89294,1.959917,2.120661,2.144445,2.102345,1.988074,2.039924,2.03555,2.08658,1.9375,1.889568,1.926747,1.987619,1.91891
1086,0.1446154,0.1452533,0.1441597,0.1519965,0.1416994,0.1373254,0.1440686,0.1449799,0.1464379,0.1447065,0.1541835,0.1339538,0.1488071,0.134136,0.1438864,0.1452533,0.1397858,0.1405148,0.1437041,0.1562794,0.1478048,0.1533634,0.1454355,0.1540924,0.156735,0.1562794,0.1439775,0.1474403,0.1481692,0.1470758,0.1411526
1087,0.1787873,0.1791518,0.2013863,0.1925471,0.1930939,0.1747778,0.1929116,0.1943696,0.1801541,0.1948253,0.1857128,0.1969211,0.1770559,0.1901779,0.180792,0.1918181,0.1843459,0.1716795,0.1620203,0.193914,0.1934584,0.1863506,0.193914,0.1885376,0.1906335,0.2025709,0.1897223,0.1774204,0.1857128,0.1663031,0.1878086
1088,0.2593417,0.2998924,0.2902331,0.2735572,0.2761999,0.2669051,0.2994367,0.2913266,0.2849479,0.2792981,0.28431,0.2663584,0.2618933,0.2642625,0.2672696,0.2956095,0.286497,0.2737395,0.2666318,0.2807561,0.3002569,0.2941515,0.2830343,0.2867704,0.287226,0.2941515,0.2760176,0.2686365,0.2812118,0.2585216,0.2670874
1089,4.225648,4.124956,3.8021,3.872266,3.752345,4.040938,3.706692,3.635159,3.331257,3.83937,3.931679,3.274212,4.342106,3.564354,4.657763,3.801826,4.358418,4.142725,4.457926,4.638354,4.565818,4.417376,4.138169,4.115387,3.975146,4.679816,4.039753,3.659945,4.122222,3.965851,4.221183
1090,0.1439775,0.147258,0.1496273,0.1531811,0.1408793,0.1515409,0.1583752,0.1576463,0.156735,0.1518143,0.1496273,0.1424284,0.1427018,0.1359585,0.1488071,0.1374165,0.1613824,0.1395124,0.1478959,0.158922,0.1620203,0.16038,0.1485338,0.1441597,0.1551859,0.18954,0.147987,0.1441597,0.1387834,0.1482604,0.1454355
1091,21.99038,22.45375,22.3125,22.49093,21.75737,22.33529,23.50706,22.50778,22.89516,21.43406,23.35251,21.78498,21.983,22.32134,22.72648,23.9749,24.19752,21.98728,22.75255,23.65578,25.41358,24.20863,23.37356,23.42961,23.34085,24.61022,21.58824,22.73004,21.66624,22.09125,22.67491
1092,0.3340642,0.3825428,0.3613106,0.3679627,0.3510135,0.3607639,0.3832718,0.3548408,0.3675071,0.3605816,0.3662314,0.3465484,0.3558431,0.3514691,0.3575745,0.3695119,0.376893,0.3388028,0.3618574,0.3955736,0.4039571,0.3974873,0.3750705,0.3645911,0.3525626,0.4074199,0.3541118,0.3538384,0.3500111,0.3573923,0.3624953
1093,0.2612554,0.2919645,0.2722815,0.2709146,0.266814,0.2538743,0.263169,0.2605264,0.2674519,0.2710057,0.271917,0.2589773,0.2688188,0.2531452,0.2768378,0.2848568,0.2759265,0.2502293,0.2666318,0.2942426,0.2976142,0.2817585,0.2691832,0.2553323,0.2678164,0.2862236,0.2470399,0.2591595,0.2564258,0.2597974,0.2669051
1094,0.04565363,0.0499365,0.045198,0.04747613,0.0470205,0.04219088,0.0441045,0.04692938,0.04838737,0.04856963,0.04893413,0.04173525,0.0499365,0.04538025,0.0492075,0.0543105,0.04866075,0.04501575,0.04501575,0.04938975,0.05832,0.05002763,0.04182637,0.04501575,0.04565363,0.05020988,0.04547138,0.04237312,0.0462915,0.04538025,0.04510688
1095,0.5625147,0.6070748,0.5821977,0.5932238,0.551853,0.5668886,0.5837468,0.5872095,0.5971422,0.5883942,0.6015161,0.540918,0.5953196,0.5690756,0.5877563,0.591948,0.5825621,0.5457476,0.5607833,0.6424313,0.6503592,0.6389685,0.5797372,0.5794639,0.573723,0.5984179,0.5743609,0.5583229,0.570078,0.5673442,0.5711715
1096,0.1117193,0.1298531,0.1191915,0.1222898,0.124659,0.110079,0.1085299,0.1092589,0.1162755,0.1039736,0.1075275,0.1128128,0.1116281,0.1229276,0.1057961,0.1252969,0.1237478,0.1140885,0.113724,0.1206495,0.1248413,0.119556,0.1233833,0.1161844,0.1129039,0.1400591,0.1006931,0.1098056,0.1015133,0.1097145,0.1117193
1097,0.1909069,0.1876264,0.1909069,0.1932761,0.1886287,0.1887199,0.1881731,0.1897223,0.1960099,0.1954631,0.1950986,0.1848926,0.1794251,0.1875353,0.1891755,0.1956454,0.1911803,0.1799719,0.1878998,0.207036,0.2214338,0.2123213,0.1899045,0.1969211,0.19683,0.2115923,0.187353,0.1782405,0.1908158,0.1852571,0.1904512
1098,0.2732839,0.2710057,0.2846745,0.2732839,0.2750153,0.2681809,0.2804828,0.2773845,0.2649915,0.2718259,0.26973,0.2670874,0.2811206,0.2666318,0.3004391,0.2738306,0.2984344,0.2663584,0.2772934,0.3062711,0.3111008,0.3013504,0.2819408,0.2890485,0.2849479,0.3108274,0.2648093,0.2729194,0.2698211,0.2710969,0.2789336
1099,2.606813,2.684634,2.630779,2.631781,2.579566,2.595696,2.602257,2.640803,2.633239,2.572914,2.617839,2.515323,2.568176,2.619753,2.672879,2.714249,2.681991,2.551044,2.662855,2.722997,2.876816,2.753524,2.625949,2.637158,2.759083,2.850572,2.554052,2.548675,2.520609,2.500926,2.528354
1100,1.038187,1.106349,1.063611,1.052494,1.043928,1.029348,1.088762,1.069261,1.054772,1.005382,1.057232,1.026067,1.01331,1.034087,1.054772,1.08138,1.113639,1.019142,1.065251,1.147355,1.171685,1.143983,1.074182,1.081107,1.057232,1.21743,1.031717,1.029348,1.010576,1.049213,1.030077
1101,0.08957588,0.096228,0.08738888,0.08429063,0.08793563,0.08921137,0.1046115,0.09431437,0.093312,0.09486113,0.08884688,0.086022,0.09185401,0.08665988,0.09750375,0.099144,0.09577238,0.08957588,0.095499,0.1004198,0.09577238,0.09294751,0.09486113,0.09677475,0.09668363,0.1009665,0.1003286,0.09203625,0.09458775,0.09303863,0.08957588
1102,0.05804663,0.05658863,0.0674325,0.06551888,0.061236,0.0645165,0.0645165,0.05959575,0.06643013,0.06396975,0.06059813,0.06779701,0.06624788,0.05986913,0.07089525,0.07135088,0.0630585,0.06734138,0.0659745,0.06807037,0.06442538,0.07463138,0.06360525,0.0623295,0.0608715,0.07062188,0.05513063,0.06223838,0.06068925,0.06679463,0.059049
1103,0.1344094,0.1452533,0.1358674,0.1413349,0.1266638,0.1383277,0.1396946,0.1367786,0.1407881,0.1372343,0.1467113,0.1252969,0.150903,0.1338626,0.1489894,0.1324958,0.1401502,0.1254791,0.1339538,0.1447976,0.1367786,0.1439775,0.1351384,0.1527255,0.1333159,0.1532723,0.1317668,0.1327691,0.121014,0.1384189,0.132678
1104,3.199399,3.282505,3.27157,3.299727,3.239767,3.217442,3.344288,3.262184,3.285421,3.206324,3.271479,3.114288,3.271661,3.308384,3.295991,3.29344,3.311665,3.170057,3.219811,3.409077,3.57292,3.506855,3.314854,3.31695,3.30802,3.711157,3.183908,3.177711,3.15329,3.254803,3.18172
1105,0.4036838,0.4378556,0.3961204,0.4160767,0.3944801,0.3957559,0.4185371,0.4200863,0.4509776,0.4097891,0.411885,0.3909263,0.4179904,0.387828,0.4224555,0.4450545,0.4331172,0.4065998,0.4232756,0.45198,0.4533469,0.4436876,0.4117939,0.4302011,0.4340284,0.4856052,0.4132519,0.3993098,0.3983074,0.4109738,0.4270118
1106,0.3277766,0.3407164,0.3184819,0.3532916,0.3257719,0.3628598,0.3574834,0.333153,0.3750705,0.3445436,0.3381649,0.3203955,0.3518336,0.3300548,0.348462,0.3604905,0.3293258,0.3219446,0.3357956,0.3772575,0.3568455,0.3625864,0.3558431,0.3702409,0.3600349,0.406782,0.3340642,0.3431768,0.3405341,0.35721,0.349191
1107,0.8814521,0.8884688,0.8865551,0.8684213,0.8547525,0.8874664,0.8844593,0.8776249,0.8831835,0.8904735,0.8729776,0.8542969,0.8734332,0.8373476,0.8846415,0.9274703,0.9005884,0.8150221,0.8716106,0.910521,0.9677475,0.9490669,0.8764403,0.8627715,0.8787184,0.9898909,0.8737977,0.8515632,0.8713373,0.8594911,0.8632271
1108,0.0149445,0.01658475,0.01521788,0.01458,0.01394213,0.016038,0.01476225,0.01576463,0.01576463,0.01622025,0.01512675,0.01576463,0.0149445,0.01458,0.015309,0.01512675,0.01521788,0.013851,0.01558238,0.01585575,0.017496,0.015309,0.01540013,0.01549125,0.01521788,0.018225,0.01612912,0.01594688,0.01658475,0.01685813,0.01612912
1109,0.4587233,0.478953,0.4500664,0.4310213,0.4692938,0.4362154,0.4081489,0.4319325,0.4379468,0.449064,0.4640996,0.469476,0.4294721,0.433755,0.4318414,0.4354864,0.4294721,0.4457835,0.4565363,0.408969,0.4682914,0.4872454,0.470934,0.4472415,0.4265561,0.3846386,0.377622,0.4489729,0.418446,0.4517978,0.4250982
1110,0.5468411,0.6390597,0.5925859,0.6141825,0.572265,0.5811042,0.6334099,0.5747254,0.6318608,0.5521264,0.5661597,0.5204149,0.5694401,0.5582318,0.6008782,0.5488459,0.5568649,0.5738142,0.5603276,0.6537308,0.6153671,0.6106287,0.6215636,0.6082594,0.5873007,0.7281799,0.5195948,0.556227,0.527067,0.5914924,0.5309854
1111,0.4189928,0.4086045,0.3979429,0.3799913,0.4058708,0.385641,0.3976695,0.4095158,0.3830895,0.3906529,0.3771664,0.3802646,0.3808114,0.407511,0.3991275,0.4079666,0.4371266,0.4045039,0.3911996,0.4262828,0.4423208,0.4491552,0.4061441,0.3988541,0.3971228,0.4676535,0.3746149,0.3778954,0.3866434,0.3975784,0.3823605
1112,0.9578149,0.9690233,1.001919,0.9741263,0.974673,0.9661984,0.979047,0.9802316,0.9792293,0.9831477,0.9838766,0.9672919,0.9631913,0.9754931,0.9918045,0.9862459,1.014312,0.9448752,0.9572682,0.9901643,1.025612,1.007114,0.9922602,0.961551,0.9841501,1.076915,0.9492491,0.9322088,0.914895,0.9405012,0.9363094
1113,1.475678,1.548487,1.53737,1.449981,1.432121,1.473582,1.529351,1.473582,1.497184,1.454811,1.469482,1.461189,1.482877,1.496455,1.52525,1.548123,1.552314,1.53737,1.472671,1.574549,1.621661,1.643713,1.514862,1.503563,1.534727,1.763998,1.48634,1.402869,1.414716,1.436768,1.463012
1114,2.15055,2.086671,2.03145,2.069267,2.042658,2.065075,2.062979,2.112824,1.88483,2.042658,2.06307,1.859315,2.188458,1.892666,2.230102,1.942056,2.170142,2.106354,2.120934,2.267555,2.254979,2.17643,2.12057,2.064619,2.141255,2.167773,1.972492,1.962286,2.005297,2.113371,2.141529
1115,1.323226,1.428931,1.335164,1.354482,1.286138,1.33571,1.391843,1.374621,1.319034,1.297347,1.354209,1.260714,1.361408,1.314205,1.393575,1.36241,1.36724,1.269645,1.338991,1.442509,1.463103,1.439137,1.377081,1.357854,1.406788,1.460005,1.287778,1.299169,1.310377,1.301812,1.313111
1116,5.306026,5.552064,5.439434,5.585052,5.202053,5.288986,5.264565,5.372092,5.224014,5.382298,5.41647,4.894506,5.559172,5.15403,5.589517,5.219731,5.644009,5.290535,5.516525,5.554069,5.813957,5.816327,5.446541,5.599085,5.66679,5.724199,5.244608,5.114482,5.061994,5.209616,5.337647
1117,0.2869526,0.3001658,0.2813029,0.3169328,0.2992545,0.3221269,0.314928,0.2860414,0.2794804,0.2824875,0.3009859,0.2716436,0.2927846,0.3193931,0.319302,0.312741,0.3140168,0.2967941,0.3077291,0.3109185,0.2972498,0.3058155,0.3063623,0.3159304,0.3078203,0.3140168,0.2938781,0.3089138,0.2669963,0.2776579,0.2950628
1118,0.5640638,0.6056167,0.6086239,0.5780059,0.5636992,0.5796462,0.5852048,0.5998759,0.6035209,0.5573205,0.5705336,0.5628791,0.6042499,0.5849314,0.6006049,0.607257,0.5980534,0.5674354,0.5844758,0.5915835,0.6385129,0.6253909,0.5923125,0.5962309,0.6077126,0.6926411,0.5638815,0.5668886,0.6124511,0.5677088,0.5727206
1119,1.105255,1.115188,1.101792,1.059419,1.061606,1.020965,1.087304,1.043381,1.062062,1.028619,1.040648,1.010576,1.01495,1.078009,1.040283,1.069261,1.096325,1.067438,1.101975,1.059784,0.9873394,1.19228,0.9966341,1.081198,1.116646,1.226816,1.099514,1.01577,1.14699,1.007296,1.028255
1120,1.382457,1.432667,1.427747,1.455084,1.388927,1.362136,1.455357,1.479414,1.421641,1.385829,1.412984,1.387743,1.2855,1.371887,1.40943,1.452624,1.546118,1.286229,1.429296,1.434945,1.590131,1.626034,1.416629,1.456724,1.465381,1.561518,1.386467,1.372434,1.374985,1.550583,1.395579
1121,6.388774,6.867545,6.608385,6.655497,6.453108,6.511064,6.524459,6.77159,6.663971,6.448825,6.556991,6.202515,6.520359,6.578861,6.406361,7.054351,7.022457,6.413651,6.599364,6.661238,7.11258,7.171264,6.588338,6.580501,6.742521,6.709443,6.226207,6.605196,6.468964,6.625152,6.437435
1122,0.2333711,0.2479511,0.228906,0.2298173,0.2356493,0.2207959,0.2388386,0.2422103,0.2532364,0.2437594,0.2380185,0.2190645,0.2218894,0.2392943,0.2329155,0.2557879,0.2454908,0.2293616,0.2423925,0.2366516,0.2632601,0.2605264,0.222345,0.2286326,0.2311841,0.2899598,0.2379274,0.2365605,0.2601619,0.2222539,0.2284504
1123,0.5142184,0.445419,0.487701,0.4569919,0.4740323,0.4312946,0.43011,0.4562629,0.4360331,0.427923,0.4427764,0.4749435,0.4296544,0.5157675,0.4587233,0.5246978,0.5360884,0.449064,0.4725743,0.4438699,0.471663,0.5217817,0.4389491,0.4363976,0.5096622,0.4130696,0.4634618,0.4467859,0.4544404,0.4779506,0.4516155
1124,0.3815404,0.4524356,0.4240957,0.3766196,0.4080577,0.3930221,0.4214531,0.4399515,0.419175,0.4069643,0.4129785,0.3735214,0.3939334,0.4125229,0.4416829,0.4786796,0.4268295,0.4158945,0.445419,0.4230934,0.4445989,0.4690204,0.4231845,0.4272851,0.4168058,0.4477883,0.4137075,0.4226378,0.4188105,0.3902884,0.3894683
1125,0.6857156,0.7296379,0.7261751,0.7139644,0.7424865,0.7051253,0.7140555,0.7102283,0.7383859,0.6733226,0.6875381,0.6923678,0.7040318,0.7033027,0.7143289,0.7066744,0.7156047,0.690363,0.6744161,0.7269953,0.713691,0.7334651,0.7160603,0.7113218,0.6988376,0.7719199,0.6627522,0.7125064,0.6929145,0.6934613,0.6966506
1126,0.056862,0.04437787,0.05768213,0.06032475,0.05986913,0.07025738,0.0747225,0.07827638,0.0783675,0.06032475,0.0659745,0.06351413,0.05103,0.05093888,0.062694,0.0623295,0.07627163,0.062694,0.05749988,0.0783675,0.06360525,0.06214725,0.07791188,0.0630585,0.06078038,0.06606562,0.0739935,0.05986913,0.05276138,0.08647763,0.06059813
1127,1.9067,1.990899,2.009398,2.03792,1.94397,1.928478,2.028534,1.964746,1.999556,1.899956,1.984156,1.887472,1.939322,1.980693,2.024433,2.043387,2.036371,1.99418,1.929299,1.923284,2.075372,2.139342,1.951533,2.03473,2.044481,2.166041,1.910436,1.888839,1.99746,1.914901,1.872437
1128,0.04911638,0.0441045,0.04355775,0.0499365,0.04528913,0.0477495,0.04610925,0.04729388,0.04583587,0.04638262,0.04656488,0.049572,0.044469,0.04346663,0.04492463,0.048843,0.05011875,0.04747613,0.0492075,0.0484785,0.04674713,0.04620038,0.04620038,0.0492075,0.04419563,0.05595075,0.04392225,0.04510688,0.04383112,0.04638262,0.042282
1129,0.2002928,0.1965566,0.2095875,0.2008395,0.1961921,0.1966477,0.2022975,0.2020241,0.1994726,0.185895,0.1967389,0.1954631,0.1871708,0.1987436,0.2021153,0.2059425,0.2102254,0.1959188,0.1969211,0.2018419,0.2051224,0.220158,0.1994726,0.2103165,0.1937318,0.2174243,0.1903601,0.1918181,0.2023886,0.2079473,0.2025709
1130,0.04747613,0.04866075,0.04893413,0.05166788,0.04975425,0.04893413,0.04911638,0.04784063,0.05194125,0.04647375,0.04720275,0.047385,0.04711163,0.04911638,0.04747613,0.05157675,0.05011875,0.04793175,0.05376375,0.04856963,0.05312588,0.0513945,0.05020988,0.05148563,0.049572,0.05731763,0.04948088,0.04465125,0.04856963,0.04929863,0.048114
1131,0.04164413,0.04638262,0.04601813,0.04465125,0.04492463,0.04419563,0.04465125,0.04428675,0.04437787,0.04219088,0.04173525,0.04392225,0.04565363,0.04492463,0.04647375,0.05057438,0.04638262,0.04200863,0.04620038,0.04802288,0.04893413,0.04720275,0.04528913,0.04346663,0.04428675,0.05421938,0.04428675,0.04164413,0.04392225,0.04601813,0.043011
1132,0.1570084,0.1336804,0.1536368,0.1605623,0.1405148,0.1674878,0.1515409,0.1549125,0.1458911,0.1455266,0.1457089,0.1534545,0.1562794,0.1460734,0.1684901,0.1491716,0.1493539,0.1528166,0.162567,0.1628404,0.1294886,0.1448888,0.1402414,0.1495361,0.1452533,0.1597421,0.1471669,0.1423372,0.1471669,0.1566439,0.1509941
1133,1.044293,1.110723,1.085754,1.073908,1.030715,1.012217,1.089673,1.081654,1.061697,0.9999146,1.017046,0.9871572,0.9934448,1.040374,1.067529,1.111725,1.137878,1.074819,1.053587,1.051491,1.159839,1.143254,1.02625,1.059146,1.097783,1.171959,1.044657,1.031444,0.9736707,1.019962,0.973215
1134,0.4497019,0.4230023,0.4486995,0.4919839,0.449793,0.4622771,0.4640996,0.4587233,0.4504309,0.4482439,0.4321148,0.4619126,0.4327526,0.465102,0.4514333,0.4706606,0.4836004,0.4195395,0.4549871,0.4567185,0.4652843,0.4281053,0.4712074,0.4544404,0.4278319,0.5053793,0.4411362,0.4486995,0.398034,0.4437788,0.4246425
1135,1.412984,1.457362,1.447065,1.44825,1.393666,1.40779,1.454173,1.453626,1.425651,1.398404,1.440048,1.377537,1.364688,1.37781,1.441415,1.441324,1.446518,1.364506,1.417358,1.428202,1.576371,1.518143,1.399498,1.460369,1.45554,1.464379,1.336804,1.357398,1.331974,1.352568,1.339538
1136,0.538002,0.5114846,0.5520353,0.5458388,0.5082952,0.534357,0.5581406,0.5295274,0.5534021,0.5118492,0.5284339,0.5071107,0.5155852,0.5259735,0.5422849,0.5215995,0.5725384,0.5102089,0.5195948,0.5210528,0.5647016,0.5406446,0.5491193,0.5235131,0.5488459,0.6175541,0.4998206,0.521964,0.5210528,0.5057437,0.4959023
1137,0.09121612,0.1056139,0.09322087,0.1001464,0.09540788,0.09795938,0.09959963,0.1007842,0.1029713,0.09203625,0.0995085,0.09349425,0.09203625,0.09203625,0.1028801,0.08866463,0.09686588,0.09896176,0.09923512,0.1017866,0.1031535,0.09750375,0.09604575,0.1031535,0.09759488,0.09896176,0.08839125,0.08921137,0.08738888,0.09467888,0.09158063
1138,0.06752363,0.0754515,0.07590713,0.075087,0.0769095,0.06360525,0.06797925,0.06861713,0.07080413,0.067068,0.07700063,0.07353788,0.068526,0.07016625,0.06907275,0.07372013,0.0747225,0.07636275,0.06761475,0.07754738,0.08019,0.08228588,0.0725355,0.07089525,0.076545,0.08811788,0.073629,0.06515437,0.07135088,0.06761475,0.07043963
1139,0.075087,0.091125,0.08501963,0.09832387,0.08410838,0.09586351,0.090396,0.08219475,0.093312,0.08474625,0.08656875,0.07490475,0.0841995,0.07891425,0.08738888,0.07964325,0.07709175,0.07499588,0.07663613,0.0805545,0.07627163,0.0776385,0.08766225,0.0965925,0.08893801,0.07280888,0.07235325,0.07809412,0.07627163,0.08574863,0.08538413
1140,1.545116,1.640523,1.55113,1.548032,1.49527,1.489712,1.49117,1.475952,1.397037,1.511673,1.512402,1.320219,1.551677,1.404054,1.617742,1.552588,1.659842,1.460916,1.587944,1.548669,1.751878,1.688091,1.595872,1.557326,1.560516,1.879362,1.545936,1.357125,1.46447,1.457089,1.512311
1141,0.8070942,0.8611313,0.7194319,0.7509611,0.6928234,0.8081877,0.6114488,0.6256643,0.482598,0.690363,0.734832,0.5028278,0.8415394,0.5942261,0.9112501,0.6543686,0.8356163,0.7862265,0.9021375,0.8439998,0.9554456,0.8920227,0.7305492,0.790236,0.7466783,0.9917134,0.7792099,0.6348679,0.7639009,0.7341942,0.8748
1142,0.2309108,0.2238941,0.2435771,0.237654,0.2317309,0.23328,0.2424836,0.2452174,0.2466754,0.2432126,0.2433949,0.2277214,0.2441239,0.2489535,0.2400233,0.2706413,0.2663584,0.249318,0.2574281,0.2575192,0.2591595,0.2628045,0.2576104,0.2586128,0.2475866,0.2562435,0.2472221,0.2483156,0.2314575,0.2409345,0.256608
1143,0.4568096,0.4929863,0.4649198,0.5123048,0.4710251,0.4937153,0.4893413,0.4526179,0.4854229,0.4666511,0.4720275,0.4561718,0.489159,0.454167,0.4887034,0.4897969,0.5005496,0.4675624,0.4650109,0.5192302,0.5348126,0.5083864,0.4992739,0.5080219,0.506655,0.5645194,0.458541,0.479682,0.4594523,0.471663,0.4610014
1144,0.7593446,0.8220387,0.8203073,0.8299665,0.8066385,0.8304222,0.8357074,0.7923319,0.8278707,0.803358,0.820854,0.7827638,0.7947012,0.8156599,0.8632271,0.8359808,0.8353429,0.8145664,0.8037225,0.8145664,0.8393524,0.828144,0.8265949,0.8475537,0.7805768,0.9727594,0.7533304,0.7827638,0.6926411,0.7640831,0.70713
1145,0.4660133,0.4831448,0.4756725,0.4698405,0.4546226,0.4443255,0.4866986,0.4620949,0.489159,0.4730299,0.476766,0.4537114,0.4648286,0.4558984,0.4838738,0.4871543,0.4989094,0.4711163,0.4764015,0.490617,0.5280694,0.5067461,0.468018,0.4861519,0.4820513,0.4970869,0.4590878,0.4503398,0.4649198,0.4719364,0.4530735
1146,0.4668334,0.5154942,0.4832359,0.4925306,0.4655576,0.4785885,0.4702961,0.4474238,0.4638263,0.4769483,0.4799554,0.4560806,0.4809578,0.453438,0.4735766,0.4829625,0.4795909,0.452709,0.4639174,0.4627328,0.508113,0.5123959,0.4817779,0.489888,0.4839649,0.4721186,0.4405894,0.4576298,0.4277408,0.4335728,0.4708429
1147,5.41237,6.484728,5.839746,5.931691,5.841842,5.845487,6.205613,5.894694,6.217824,5.942353,6.091524,5.510785,6.021722,5.640546,6.058446,6.003771,6.196682,5.647654,5.77122,6.453473,6.738147,6.330454,6.465592,6.205522,6.12196,7.191676,5.812864,5.913101,6.048331,5.90572,5.95347
