ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
1057,0.2501907,0.2314907,0.2586384,0.25869,0.2614504,0.255674,0.2689623,0.263858,0.2688188,0.2640584,0.2593023,0.2558482,0.2443218,0.2504964,0.2448715,0.2539135,0.2596905,0.2595065,0.2516488,0.2404779,0.2515626,0.2442525,0.2554684,0.2523244,0.2374058,0.2145105,0.2627742,0.2592004,0.24754,0.2513805,0.2546101
1058,0.1879714,0.1657626,0.1612426,0.1614148,0.1839824,0.1576962,0.169862,0.1756637,0.2181089,0.2071411,0.1997049,0.1669953,0.1552584,0.1833765,0.1558032,0.1975807,0.1893758,0.171889,0.1711315,0.1930799,0.2175373,0.2249261,0.1801914,0.1599633,0.1703846,0.1525024,0.1972434,0.1896283,0.1865217,0.1735617,0.1771135
1059,0.2071507,0.206993,0.2111683,0.2095991,0.2198482,0.1956363,0.2201009,0.2093567,0.2099424,0.2214143,0.2138828,0.2067027,0.1896605,0.2052853,0.1975642,0.2087438,0.2087804,0.1953132,0.1948418,0.1800057,0.2207969,0.1902516,0.1925073,0.1972078,0.1954009,0.1486511,0.1893907,0.2061011,0.1930815,0.2068916,0.2197527
1060,0.2180933,0.2024809,0.226219,0.2319063,0.2299775,0.2335712,0.2554709,0.2410054,0.2419861,0.2269958,0.2296574,0.2218011,0.2128551,0.2248576,0.2170681,0.2277992,0.2282772,0.2352319,0.2223557,0.2159828,0.2293202,0.2174885,0.2345623,0.2338833,0.2117642,0.1696068,0.2318487,0.2398352,0.240451,0.234544,0.2314252
1061,0.3532031,0.3363257,0.354493,0.3666124,0.358593,0.3385059,0.3469528,0.3347342,0.354696,0.3576151,0.3617067,0.3569418,0.338232,0.3381952,0.3515805,0.3425352,0.339752,0.3404551,0.3280208,0.3182612,0.3357579,0.3197957,0.3323971,0.341601,0.3279159,0.2757231,0.325514,0.3532394,0.3308082,0.3404826,0.3552425
1062,0.2756921,0.2423999,0.2776613,0.2840805,0.2768826,0.2828352,0.3104286,0.2803116,0.2962401,0.2868404,0.2887226,0.2762653,0.2719837,0.2714171,0.2765728,0.2757337,0.2824545,0.2908226,0.2623057,0.2694047,0.2652609,0.2598554,0.2867309,0.2856962,0.2534487,0.2242477,0.2666655,0.2915551,0.2773453,0.287697,0.2904385
1063,0.2810786,0.2689548,0.2816548,0.287504,0.2886032,0.2827492,0.2955154,0.28734,0.2899722,0.2828891,0.2856115,0.2826685,0.2725045,0.2682983,0.2665411,0.2607755,0.2874658,0.2810145,0.2664322,0.2749436,0.2995928,0.2824938,0.2912758,0.2834945,0.2846595,0.2540983,0.2635541,0.2967169,0.3413581,0.285322,0.2816773
1064,0.2221824,0.2200966,0.2295011,0.23332,0.2312932,0.2255482,0.257088,0.2394285,0.2408909,0.2346427,0.2344488,0.2220126,0.2145855,0.2211664,0.2258534,0.2343209,0.2332975,0.2320476,0.224853,0.2247788,0.2370143,0.2273604,0.2360173,0.2367875,0.2216008,0.2188542,0.2264521,0.2375452,0.2423547,0.2317636,0.2268858
1065,0.2158132,0.1994968,0.2199022,0.2333202,0.227458,0.2231746,0.2390016,0.2262546,0.23861,0.2282184,0.2242978,0.2105685,0.2144523,0.2057438,0.2079427,0.2283621,0.2257351,0.219107,0.2079145,0.2092959,0.2173325,0.2130306,0.2261833,0.2150294,0.2042132,0.1741612,0.2128708,0.2413565,0.2044756,0.2252447,0.2362104
1066,0.1978006,0.1827409,0.2027425,0.2094678,0.2005767,0.2005838,0.2179934,0.2111162,0.2105342,0.1985186,0.203758,0.2011109,0.1857729,0.1952059,0.1874068,0.1987312,0.2087193,0.2025684,0.20015,0.1926081,0.2000916,0.1954191,0.2074925,0.2144816,0.1841591,0.155566,0.2126592,0.2022023,0.2206652,0.2058595,0.2073168
1067,0.2626385,0.2393062,0.2673806,0.2739445,0.2594707,0.2774092,0.2921793,0.2855097,0.2978416,0.2695564,0.2672558,0.2595488,0.2674998,0.2644019,0.2591636,0.2730834,0.2851191,0.2909493,0.2607173,0.2727886,0.2629114,0.2703356,0.2888424,0.2832757,0.2572239,0.2199713,0.2755334,0.292543,0.3114992,0.2776747,0.3002162
1068,0.2479244,0.2255727,0.2643382,0.2793787,0.2712202,0.2736887,0.3109435,0.2768472,0.298553,0.2805513,0.2661206,0.2650847,0.2682837,0.2645755,0.2649163,0.277265,0.2918282,0.2743742,0.2584866,0.2559556,0.2579,0.2505656,0.2979189,0.2688434,0.239037,0.2147659,0.2478228,0.2936305,0.2369104,0.2900081,0.2887069
1069,0.2265829,0.2042575,0.235901,0.224785,0.2266805,0.2270189,0.2330105,0.2259256,0.2273715,0.2283887,0.2253464,0.2181011,0.2218881,0.2324713,0.2136158,0.2344365,0.2263355,0.2205663,0.2275202,0.2087996,0.210658,0.2252054,0.2301931,0.2229778,0.2228398,0.1931642,0.2317342,0.240311,0.2389671,0.2276043,0.2192832
1070,0.2346516,0.2208645,0.2360771,0.2385422,0.2169386,0.2496751,0.2698635,0.2550302,0.2450573,0.2343011,0.2302414,0.222501,0.2427685,0.2142672,0.2359056,0.2538258,0.2230035,0.2349982,0.2414894,0.2458504,0.2175095,0.23492,0.2724407,0.2668864,0.2380404,0.1886225,0.261727,0.2447906,0.227222,0.2475164,0.2547536
1071,0.3629216,0.3437488,0.3652246,0.3789007,0.3557402,0.3609224,0.3752284,0.3645403,0.3627269,0.3607575,0.3653804,0.350678,0.3535671,0.3512007,0.3499426,0.36595,0.369037,0.3213636,0.3471206,0.3271192,0.371052,0.3599106,0.3528326,0.3489804,0.3358064,0.2732573,0.3342629,0.3634667,0.3583389,0.3583707,0.3550785
1072,0.2684012,0.2445453,0.2663671,0.2705899,0.260533,0.2634531,0.2767471,0.2646666,0.2679808,0.2690512,0.2643653,0.2682479,0.2526105,0.2556829,0.2589906,0.2659662,0.2637146,0.2542847,0.2576981,0.2544537,0.2541416,0.2513381,0.2679687,0.2688763,0.2448116,0.2026328,0.2548123,0.2644331,0.2569453,0.2645384,0.2680422
1073,0.2929425,0.2651301,0.2857969,0.2836689,0.2860339,0.267048,0.2834625,0.2771846,0.2767189,0.2879383,0.2784631,0.2924595,0.2683448,0.2782546,0.2811976,0.287269,0.2841046,0.2570578,0.272642,0.2627661,0.2826226,0.2639178,0.2694122,0.2790925,0.2663431,0.2255734,0.2594741,0.2676947,0.2590069,0.279632,0.2794232
1074,0.2361076,0.2052799,0.2244614,0.2384344,0.213172,0.2344707,0.2445862,0.2126375,0.2295915,0.2217358,0.2258324,0.2270573,0.2268371,0.2228023,0.2260386,0.2362029,0.2213846,0.2055238,0.2086082,0.2140357,0.214585,0.2042638,0.2397507,0.2278772,0.1975219,0.1599725,0.2157402,0.2241106,0.2047494,0.2347447,0.2330509
1075,0.2697382,0.2489035,0.2841567,0.2777372,0.2778576,0.2691085,0.2818667,0.2756527,0.2687062,0.2703792,0.2705045,0.2746308,0.2726199,0.2656647,0.2845671,0.2744479,0.2671265,0.2637784,0.249806,0.2545718,0.2589804,0.249753,0.2749257,0.2676939,0.2698061,0.2032497,0.2575529,0.2639888,0.2548141,0.2796694,0.2733616
1076,0.3235752,0.313613,0.3278406,0.3217646,0.3330499,0.3254296,0.3513255,0.3309184,0.3298706,0.3249132,0.3124735,0.3091801,0.3192302,0.3196361,0.3200788,0.3337649,0.3254859,0.309216,0.319934,0.3116938,0.3201074,0.3249461,0.3449881,0.3243969,0.3094847,0.2718257,0.3178235,0.3275437,0.3236232,0.3302127,0.3253668
1077,0.338998,0.3201127,0.3403157,0.3550197,0.347865,0.3374368,0.3424667,0.3331904,0.3484472,0.3410709,0.3417546,0.3439448,0.3334077,0.3301518,0.335751,0.3365443,0.3387809,0.3174391,0.3217266,0.3277368,0.3355015,0.3233358,0.3395097,0.3377854,0.3223709,0.2922558,0.3184433,0.3479631,0.3339508,0.3389608,0.3488033
1078,0.3728391,0.3492571,0.3720742,0.3715116,0.3736159,0.3637765,0.3719378,0.3779566,0.3684875,0.376603,0.3779591,0.3766195,0.3491455,0.3619223,0.3622992,0.3734104,0.3640587,0.3510714,0.3646843,0.3525919,0.3659664,0.3713636,0.3709947,0.3688518,0.3627242,0.3097918,0.3724502,0.3676167,0.3972378,0.374559,0.3597405
1079,0.2793792,0.2661542,0.2938395,0.3190802,0.3043804,0.2931381,0.3167807,0.2863225,0.3078129,0.2869533,0.2949848,0.2944071,0.2688738,0.2721282,0.2965075,0.2850461,0.275919,0.2631365,0.2585819,0.2649744,0.2788304,0.2438332,0.2930861,0.2815393,0.2816576,0.2096422,0.2496905,0.3115934,0.2580916,0.2952543,0.2848005
1080,0.2864979,0.2830176,0.2928996,0.2888885,0.2902364,0.2856034,0.3003258,0.3004877,0.2950674,0.2883929,0.2817139,0.2825578,0.2842627,0.2820114,0.2754636,0.3094561,0.2847289,0.2754792,0.2876194,0.2721995,0.2839352,0.2885063,0.288253,0.2846194,0.2797342,0.2369556,0.2827007,0.3083204,0.2982025,0.2995991,0.2842185
1081,0.2383711,0.2246004,0.2341428,0.2358268,0.2277615,0.2454153,0.2535481,0.2518332,0.2391545,0.23558,0.2346874,0.2354921,0.2374332,0.2255142,0.2262064,0.2499367,0.2313134,0.2372481,0.2433333,0.2366177,0.2250371,0.247025,0.2614734,0.2648815,0.2473757,0.2113138,0.2625037,0.240826,0.240273,0.2450843,0.2426966
1082,0.2686578,0.2596946,0.2620181,0.2533278,0.2598325,0.2658177,0.2702667,0.2772189,0.263179,0.2646448,0.2535967,0.2668118,0.2707365,0.2543262,0.2478824,0.2711927,0.2611265,0.2692448,0.2768764,0.2552277,0.261822,0.2918752,0.2790444,0.2734215,0.2848039,0.2341108,0.2952465,0.2712759,0.3081194,0.2744425,0.2629311
1083,0.3584673,0.3626516,0.3490772,0.3690673,0.3578606,0.3663439,0.378396,0.3572091,0.364373,0.3666792,0.3683305,0.3624684,0.3630012,0.3576757,0.3625642,0.383396,0.3625266,0.344831,0.345134,0.3386579,0.3699963,0.3545934,0.3539083,0.3686034,0.3388009,0.291935,0.3330564,0.3792745,0.3462987,0.3668894,0.3698474
1084,0.3062821,0.2932064,0.318303,0.3199296,0.3050337,0.2895802,0.3020281,0.3001579,0.2960923,0.3045774,0.3088299,0.3020651,0.3131207,0.302326,0.2984035,0.3380153,0.3154047,0.2756652,0.2971082,0.2802377,0.3142554,0.2912868,0.2915576,0.2970171,0.2967736,0.2686886,0.3018946,0.3271539,0.2903274,0.292809,0.3007149
1085,0.3389479,0.3120176,0.3407668,0.3328301,0.3301005,0.3227437,0.3463902,0.3486865,0.3349121,0.3361581,0.3306997,0.326805,0.3211564,0.3286054,0.3207253,0.3537248,0.3254409,0.3217118,0.3369204,0.3231499,0.3197417,0.3323076,0.3378219,0.3281466,0.3301132,0.256088,0.3389803,0.3448961,0.3377673,0.3439518,0.3205547
1086,0.3570058,0.3462766,0.350595,0.3436261,0.3488196,0.3528868,0.3711881,0.3671783,0.3538653,0.346366,0.3403987,0.3495237,0.354339,0.3539681,0.3287145,0.3826753,0.360463,0.3441482,0.3648598,0.3500434,0.3704021,0.3514535,0.3530753,0.3612128,0.3561906,0.289323,0.3572646,0.3782157,0.3515929,0.3740513,0.3616917
1087,0.3144228,0.2987219,0.325544,0.290169,0.3037344,0.2991079,0.309067,0.3086171,0.3069008,0.317616,0.2910039,0.301394,0.3054707,0.3226548,0.2952282,0.3279262,0.3052752,0.3047995,0.3253501,0.3003777,0.285507,0.318791,0.3261016,0.3054565,0.3215408,0.2172021,0.3204497,0.3185281,0.3499445,0.3268904,0.2920312
1088,0.2825855,0.2715556,0.2866433,0.268857,0.2760155,0.2795556,0.3010751,0.303175,0.2882952,0.2826772,0.2734089,0.2710421,0.2803924,0.275379,0.2768928,0.3047474,0.2743677,0.2805121,0.2991317,0.2788147,0.2798788,0.2924032,0.3100757,0.300202,0.3002333,0.2216586,0.3124875,0.3003114,0.3306458,0.3100412,0.2845633
1089,0.3466554,0.3483414,0.3593485,0.3643775,0.3569055,0.344936,0.376445,0.3639135,0.3532279,0.3663062,0.3607216,0.3437027,0.3355451,0.3361825,0.3539991,0.3645239,0.3542959,0.3509887,0.3388781,0.3486665,0.3469179,0.3537414,0.3598334,0.3578937,0.340411,0.3021156,0.3638574,0.3479534,0.3659199,0.3452569,0.3437072
1090,0.2522525,0.277522,0.2581575,0.2495658,0.2446495,0.2495549,0.2421106,0.2530351,0.23907,0.2445007,0.2580121,0.2476341,0.2533328,0.2597055,0.2398368,0.273152,0.248283,0.2353412,0.2470208,0.230087,0.2745559,0.2637025,0.2417858,0.2367234,0.2300346,0.1904782,0.2729193,0.2556564,0.2640627,0.2348303,0.2726932
1091,0.273519,0.2623332,0.272786,0.271484,0.2676578,0.2643645,0.286579,0.2718973,0.2842676,0.2819547,0.2677816,0.2681598,0.2611702,0.260313,0.2566803,0.2643835,0.259334,0.2577135,0.2740755,0.2555683,0.2520579,0.2671257,0.2696276,0.261017,0.2595679,0.2477585,0.2796892,0.2719051,0.2830198,0.2782182,0.2753813
1092,0.3523182,0.3806393,0.3756047,0.3806371,0.3838762,0.3707056,0.3725699,0.3586515,0.3719245,0.3757877,0.3571436,0.3789932,0.3602343,0.3550798,0.3521195,0.3708151,0.3801474,0.3626638,0.3762479,0.3698022,0.3671251,0.3598267,0.3751417,0.3530773,0.3530648,0.3477528,0.3625686,0.3840418,0.3795284,0.3774447,0.355904
1093,0.3074352,0.2758318,0.3054946,0.2947719,0.2913849,0.299159,0.3044579,0.3116494,0.2981445,0.2871462,0.2856849,0.2982888,0.2891979,0.3006442,0.2831488,0.3220985,0.3108134,0.2899317,0.3130215,0.2862434,0.2955406,0.3179961,0.3055168,0.2996667,0.3026897,0.2448946,0.3159315,0.3030309,0.3122501,0.2934765,0.2932507
1094,0.304756,0.3040707,0.3231548,0.2881984,0.3244499,0.2943965,0.3175192,0.3256887,0.3168738,0.3167523,0.3022675,0.3197236,0.2949036,0.316531,0.307712,0.333394,0.2986892,0.2941442,0.2938079,0.3124271,0.303739,0.313098,0.3236091,0.3043037,0.3054895,0.2724857,0.3153351,0.3077104,0.3415849,0.3148198,0.2955702
1095,0.3543653,0.3453755,0.3609394,0.3578821,0.3586341,0.3435206,0.3629836,0.3515517,0.3673279,0.3556111,0.357298,0.356043,0.3425249,0.3609848,0.3609185,0.363894,0.3562552,0.3299132,0.3427828,0.350894,0.3469647,0.3421434,0.3497495,0.3415723,0.3414004,0.3144659,0.3424288,0.3604701,0.3541043,0.3631267,0.3364401
1096,0.3351258,0.3254172,0.3512152,0.3239568,0.3268279,0.3306383,0.3532264,0.3545453,0.3538792,0.3577337,0.3421088,0.346477,0.3184661,0.3280074,0.3358901,0.350505,0.3434329,0.3589214,0.3339795,0.340845,0.3718046,0.3757594,0.3294123,0.3521129,0.3525515,0.2797568,0.3551746,0.3418857,0.4033325,0.3589206,0.3351733
1097,0.2886579,0.2667823,0.2956449,0.2891773,0.2849435,0.2733101,0.3067306,0.2882368,0.2934929,0.2952104,0.2887887,0.2741985,0.2806906,0.3055533,0.284244,0.3055578,0.2854529,0.2617295,0.2923561,0.2852883,0.2540782,0.2675051,0.2824221,0.2655116,0.2818743,0.203151,0.2777295,0.2997015,0.2622873,0.2885643,0.2636967
1098,0.3102271,0.3066942,0.3156884,0.3023677,0.3188979,0.3012893,0.3244795,0.3133214,0.3230375,0.3287862,0.3058303,0.2993168,0.3073857,0.3150319,0.2952457,0.33709,0.2986996,0.2895488,0.3179415,0.3206259,0.3096136,0.3108429,0.3070065,0.3029541,0.3079334,0.2518302,0.3219665,0.323477,0.3285172,0.3231896,0.3140942
1099,0.2392091,0.2392932,0.242458,0.2476483,0.2476963,0.2352348,0.2611395,0.2481822,0.263221,0.2573711,0.2574307,0.2455454,0.2289988,0.2478572,0.233864,0.2617547,0.2425956,0.2297154,0.2465782,0.2438542,0.2557525,0.2462243,0.2381509,0.2531461,0.2395539,0.2253952,0.240424,0.2514636,0.2661747,0.2575104,0.2462021
1100,0.2521899,0.2416883,0.2491858,0.2464892,0.2606703,0.2508484,0.2604282,0.264984,0.2404753,0.2551366,0.2535692,0.2476627,0.2483327,0.2431186,0.2371907,0.2660958,0.2567163,0.2484519,0.2422083,0.2480233,0.2468561,0.2573047,0.2673208,0.2384607,0.2508678,0.2079622,0.2729375,0.2473571,0.2613388,0.2468212,0.2589819
1101,0.3105952,0.2875524,0.3102481,0.2911052,0.3053066,0.2838907,0.2932522,0.294294,0.2817786,0.3034304,0.2885423,0.2804051,0.2861812,0.3041443,0.2846033,0.3268817,0.2921042,0.2774302,0.3104651,0.3133118,0.264965,0.2999524,0.2823514,0.2895983,0.2945379,0.1990889,0.3003358,0.306173,0.3191265,0.2959312,0.272153
1102,0.4244167,0.4173686,0.4177822,0.3993447,0.4210101,0.4315393,0.4222827,0.4037726,0.3883933,0.4390748,0.4173344,0.4289543,0.3981893,0.4219434,0.4073917,0.4721514,0.415613,0.3940746,0.4139132,0.4323447,0.4283076,0.4188439,0.3972802,0.4070687,0.3954568,0.4096377,0.4461376,0.4426365,0.443809,0.4198959,0.4511582
1103,0.2367565,0.23648,0.2304749,0.22872,0.2304742,0.2213296,0.228018,0.2412819,0.236823,0.2454249,0.2156047,0.2322448,0.2234301,0.2425474,0.2175507,0.2703974,0.2269762,0.2182811,0.2428214,0.2445715,0.2227035,0.2398597,0.2368626,0.2241792,0.2412685,0.2287484,0.2535339,0.2376155,0.2540656,0.2469223,0.2503159
1104,0.2893852,0.2806499,0.3004536,0.2947819,0.3024809,0.2752844,0.2946653,0.2946774,0.2866327,0.2957484,0.2975782,0.2970401,0.27238,0.2898301,0.284439,0.2956083,0.291918,0.2777653,0.2846613,0.2820496,0.2915558,0.2901745,0.2775852,0.2775325,0.2813605,0.2372361,0.2826232,0.2858318,0.3078487,0.2877982,0.2808923
1105,0.4297739,0.4203519,0.444209,0.4342911,0.4461801,0.4141918,0.4419956,0.427977,0.416034,0.4381108,0.4315636,0.4304368,0.4133653,0.43624,0.4196503,0.4216921,0.423262,0.4060778,0.4124922,0.4005388,0.4295562,0.4089828,0.3918854,0.4000989,0.4048836,0.3297821,0.400117,0.426171,0.4017386,0.434283,0.4083873
1106,0.3503514,0.3259519,0.3439831,0.3222646,0.3359326,0.3201001,0.3306279,0.3410386,0.3325579,0.3370997,0.3226989,0.3366649,0.3203552,0.3220109,0.3332995,0.3452915,0.3209575,0.3346331,0.3450241,0.3205976,0.3378779,0.3416692,0.3348868,0.3352792,0.3373445,0.287987,0.3472733,0.3323578,0.3706323,0.3408256,0.3556558
1107,0.2226326,0.2162934,0.228839,0.2266577,0.2266311,0.2179112,0.2378551,0.2246207,0.226308,0.2342423,0.2224351,0.2196371,0.2175936,0.2265794,0.2180265,0.2368416,0.222075,0.2038616,0.2158892,0.2118797,0.217503,0.2169953,0.2176984,0.2073782,0.2147864,0.1832177,0.2161614,0.2288585,0.2335721,0.2243491,0.2035366
1108,0.3156544,0.283152,0.3172375,0.3696671,0.3719383,0.3392359,0.357834,0.3085413,0.3382746,0.3424441,0.3408881,0.3267342,0.3090711,0.3533854,0.3592401,0.3390455,0.3224997,0.2948115,0.3087032,0.3212394,0.2599581,0.2623395,0.3039339,0.2798532,0.3143683,0.2079622,0.300988,0.3338434,0.2670458,0.312845,0.2792383
1109,0.4041625,0.4021839,0.4083225,0.4061975,0.3960998,0.3795598,0.3979479,0.3964557,0.4164581,0.4035765,0.3890308,0.3768093,0.385968,0.3886446,0.3778028,0.4162876,0.3907852,0.4078426,0.4141075,0.3914294,0.3825087,0.4076415,0.3887699,0.4053082,0.4003055,0.393988,0.4091684,0.3949062,0.4057959,0.4130902,0.4040859
1110,0.4341181,0.4218906,0.4425088,0.4411232,0.4199057,0.425633,0.4677001,0.4564768,0.4392638,0.4432856,0.4396321,0.4449952,0.4183215,0.4109372,0.4047057,0.4407787,0.4324719,0.4147852,0.4362482,0.4184893,0.4356968,0.4534493,0.449962,0.4449098,0.4262933,0.3547941,0.4512768,0.4503557,0.4202666,0.4337159,0.4586967
1111,0.3618839,0.3207316,0.3476816,0.3508521,0.3704939,0.3281429,0.3522328,0.3303098,0.3489414,0.3384031,0.3582956,0.3479707,0.3038875,0.3482372,0.3489707,0.3227518,0.3693599,0.3484803,0.3301609,0.3413608,0.358273,0.3162439,0.3460817,0.3362982,0.3267365,0.3031357,0.3299613,0.3285324,0.3360177,0.328168,0.3685131
1112,0.2392058,0.2394031,0.2554946,0.2468368,0.2553846,0.2354178,0.269024,0.2523624,0.2622099,0.2684351,0.262906,0.2434212,0.2259558,0.2432679,0.2392579,0.2428465,0.2504553,0.2321737,0.2360515,0.2314553,0.251966,0.2290584,0.2377127,0.2323557,0.2272503,0.2314093,0.2346622,0.2412086,0.2465789,0.2442726,0.2437459
1113,0.2112943,0.2006534,0.2146989,0.2020874,0.2106562,0.1982508,0.2073655,0.2167479,0.2052097,0.2103367,0.2053845,0.2111938,0.1987051,0.1997707,0.1896484,0.210225,0.2003933,0.203012,0.2019799,0.2161797,0.1912303,0.2042784,0.2169227,0.2057145,0.2080923,0.2056305,0.2278582,0.2055539,0.216055,0.2068345,0.2345434
1114,0.2753635,0.2885688,0.3160881,0.291318,0.2924692,0.258672,0.3329383,0.300602,0.3068773,0.3275554,0.3060143,0.2703484,0.2629954,0.2749035,0.3247724,0.3249621,0.3216952,0.2958364,0.2808045,0.3294254,0.2608289,0.3039823,0.3202144,0.3247149,0.2933571,0.2630228,0.3267283,0.2851835,0.3749656,0.2741021,0.2856631
1115,0.3281397,0.3274616,0.3376808,0.3307759,0.33419,0.3212771,0.3425804,0.3396277,0.3310379,0.3407065,0.3368281,0.3286839,0.3262241,0.3373823,0.3353444,0.3588699,0.3328589,0.3134359,0.3334175,0.3430528,0.3204335,0.3419149,0.34144,0.3318133,0.336348,0.2868676,0.355382,0.3385668,0.351265,0.3379567,0.3373964
1116,0.2616482,0.2617645,0.2739919,0.26514,0.2657402,0.2459134,0.2788925,0.2791486,0.2613956,0.2804604,0.2683561,0.2383178,0.2445869,0.2429035,0.2681789,0.2762017,0.2621894,0.260552,0.2548671,0.2813472,0.2392665,0.2677388,0.2780903,0.2666003,0.2483386,0.2331294,0.2843594,0.2540219,0.3024049,0.262794,0.2700892
1117,0.3130741,0.3248399,0.342538,0.314077,0.3210435,0.2860278,0.3344776,0.3306374,0.3136914,0.3496813,0.3341348,0.3387983,0.3011288,0.3352426,0.3181616,0.3448803,0.3613768,0.3317778,0.3321691,0.3288543,0.3243445,0.3388698,0.3611556,0.3223726,0.3162312,0.2970056,0.3299504,0.3051282,0.3680872,0.3271011,0.3211971
1118,0.6128978,0.555118,0.6218935,0.621922,0.6126764,0.6363071,0.6087273,0.6109101,0.6088412,0.6085882,0.6055893,0.6095552,0.5940747,0.5978317,0.6014262,0.6066158,0.6213181,0.5854074,0.6101529,0.6080024,0.5761696,0.5866287,0.6021705,0.5958874,0.5858642,0.5124682,0.5976902,0.5970172,0.5826606,0.6040197,0.6047131
1119,0.6768003,0.6593133,0.6933714,0.6791839,0.7001814,0.6729496,0.6865423,0.6915802,0.6772804,0.6800433,0.6839719,0.6924811,0.6831313,0.6900591,0.6733099,0.6891921,0.6864251,0.6721652,0.679899,0.6826596,0.6903107,0.6884461,0.6781875,0.6688701,0.6877517,0.5530525,0.6758389,0.681707,0.6815817,0.6840211,0.6977522
1120,0.6583307,0.6576305,0.6624399,0.6738812,0.6632622,0.691473,0.7013327,0.6706638,0.69232,0.6920286,0.6838644,0.6589471,0.6875163,0.6589023,0.6689596,0.6824158,0.65319,0.6700546,0.6568241,0.660617,0.670194,0.6613429,0.6911032,0.6913182,0.6589165,0.6241095,0.6811608,0.6836566,0.656416,0.6423533,0.6753691
1121,0.5065255,0.4459948,0.4913235,0.507361,0.4916607,0.4972546,0.5184028,0.5034243,0.5055975,0.4971524,0.5046237,0.4921416,0.4788805,0.4808639,0.4977785,0.4986475,0.4909187,0.4799553,0.4921024,0.4849615,0.4707676,0.4875709,0.4999382,0.5094728,0.4909573,0.4274747,0.5020294,0.4984018,0.470832,0.50457,0.4901365
1122,0.5515106,0.5014517,0.5388565,0.5213686,0.5266575,0.5612235,0.5625603,0.5580781,0.5398361,0.5327354,0.5436231,0.5484635,0.5123103,0.5365401,0.5098112,0.5330465,0.538072,0.5251235,0.5329719,0.5273089,0.5244097,0.5152481,0.5447925,0.5350099,0.5247231,0.4284289,0.5493361,0.5376022,0.5819715,0.5693237,0.5377005
1123,0.7311599,0.6611578,0.7238762,0.7353608,0.7001424,0.737328,0.7399198,0.7282596,0.7369285,0.7287708,0.7390459,0.7251166,0.7179857,0.7068455,0.7156251,0.7095896,0.7040942,0.7264956,0.7145202,0.7110617,0.6939809,0.6962022,0.74494,0.7409923,0.7017353,0.6257988,0.7384946,0.7331579,0.7356654,0.7166901,0.7258174
1124,0.4727609,0.4627835,0.4957162,0.4939581,0.4865002,0.4800833,0.4998838,0.4773743,0.4890528,0.4981732,0.4901975,0.4920136,0.458321,0.4823668,0.4771151,0.4933202,0.4946176,0.4471578,0.4674261,0.4665659,0.4699324,0.4711422,0.4791181,0.4671581,0.4550362,0.4703496,0.4639733,0.4697398,0.4521085,0.4689564,0.4963811
1125,0.5409867,0.5461451,0.5643013,0.5549237,0.5652716,0.5585261,0.5659187,0.5701594,0.5515909,0.5327246,0.5458249,0.5303476,0.5318679,0.5227053,0.5139439,0.532661,0.542404,0.5373045,0.5335979,0.5311784,0.551783,0.543255,0.5295764,0.5414624,0.5206383,0.4834257,0.5438711,0.5414366,0.5188786,0.5354879,0.5632142
1126,0.6303604,0.5574232,0.650381,0.6506881,0.6148359,0.6243562,0.6648414,0.6459256,0.6414721,0.6225841,0.6318592,0.6478175,0.6294549,0.6168928,0.6497994,0.6247263,0.6258963,0.6291695,0.5551928,0.6214951,0.5982734,0.5765668,0.6545849,0.6374782,0.5928274,0.5070823,0.6325637,0.6486536,0.5675108,0.6522797,0.6360219
1127,0.6265717,0.5832349,0.6131738,0.6167785,0.6149768,0.5992572,0.6087453,0.6231779,0.6035661,0.6235335,0.6161945,0.6316472,0.5899077,0.5920309,0.591204,0.5975532,0.6124602,0.6051457,0.6068296,0.5846107,0.6185948,0.6059455,0.6085038,0.6037431,0.6129686,0.5391592,0.6046667,0.6137792,0.6385619,0.6134056,0.5940096
1128,0.5266577,0.4076247,0.5056105,0.4865968,0.4901955,0.4827663,0.5101125,0.4790226,0.4792332,0.4445496,0.4962648,0.5111436,0.4253577,0.4855331,0.43374,0.4768836,0.4977023,0.4525322,0.487728,0.4630639,0.4659401,0.4463779,0.4835968,0.4682217,0.490128,0.3440732,0.41657,0.4652616,0.4887085,0.4562932,0.4607303
1129,0.5666028,0.5645305,0.5739973,0.5737937,0.5567842,0.5938686,0.5824432,0.5785972,0.5961867,0.5763035,0.579462,0.5830699,0.5813377,0.5625158,0.5826408,0.571391,0.5568874,0.5694864,0.5596048,0.5847327,0.5757337,0.5605785,0.5757324,0.5823051,0.5728854,0.503361,0.5873116,0.5892618,0.5975247,0.5861228,0.5918101
1130,0.4675256,0.4410955,0.4683208,0.4431449,0.4662355,0.4430509,0.4769562,0.4517441,0.4414129,0.4762686,0.4771603,0.4830434,0.4165362,0.473787,0.468241,0.4609387,0.479745,0.453458,0.4340607,0.4485546,0.4693533,0.4275933,0.4350615,0.4334507,0.4320624,0.382283,0.4257515,0.4665398,0.4447172,0.4492706,0.4244471
